,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.id,Input.movie,Input.home_url,Input.movie_url,Answer.imdb,Answer.title,Approve,Reject
1026,3NOEP8XAU4GCXLSBQLPXUXUTL6AXP8,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:46 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:46 PST 2019,,,36U2A8VAG2D38JJZ8RBT5EBOXBZYKE,A3RSUO2VUMM8L4,Submitted,Sat Nov 30 16:05:14 PST 2019,Sat Nov 30 16:12:31 PST 2019,Tue Dec 03 16:12:31 PST 2019,,,,437,0% (0/0),0% (0/0),0% (0/0),1036,king_of_comedy_the,"http://www.imsdb.com/Movie%20Scripts/King%20of%20Comedy,%20The%20Script.html","http://www.imsdb.com/scripts/King-of-Comedy,-The.html","https://www.imsdb.com/scripts/King-of-Comedy,-The.html",King of Comedy,,We are sorry to inform you that your annotation was rejected because the IMDb url submitted did not link to an IMDb page.
1027,3NOEP8XAU4GCXLSBQLPXUXUTL6AXP8,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:46 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:46 PST 2019,,,3KGTPGBS6YZRAUV49K802XJHKN52U1,A17LA7KM9S0SCS,Submitted,Sat Nov 30 16:37:18 PST 2019,Sat Nov 30 16:48:23 PST 2019,Tue Dec 03 16:48:23 PST 2019,,,,665,0% (0/0),0% (0/0),0% (0/0),1036,king_of_comedy_the,"http://www.imsdb.com/Movie%20Scripts/King%20of%20Comedy,%20The%20Script.html","http://www.imsdb.com/scripts/King-of-Comedy,-The.html","https://www.imsdb.com/Movie%20Scripts/King%20of%20Comedy,%20The%20Script.html","King of Comedy, The Script",,We are sorry to inform you that your annotation was rejected because the IMDb url submitted did not link to an IMDb page.
1028,3NQUW096N6MW54VFVDQCXDZR9TIL9F,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:45 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:45 PST 2019,,,3EKVH9QMEZI5TSKINPIBSXFTYN7D2Z,A1XZZSGX0LY3IH,Submitted,Sat Nov 30 15:57:49 PST 2019,Sat Nov 30 15:58:24 PST 2019,Tue Dec 03 15:58:24 PST 2019,,,,35,0% (0/0),0% (0/0),0% (0/0),47,a_prayer_before_dawn,http://www.imsdb.com/Movie%20Scripts/A%20Prayer%20Before%20Dawn%20Script.html,http://www.imsdb.com/scripts/A-Prayer-Before-Dawn.html,https://www.imdb.com/title/tt4080956/,A Prayer Before Dawn,x,
1029,3NQUW096N6MW54VFVDQCXDZR9TIL9F,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:45 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:45 PST 2019,,,3XUHV3NRVLCE4587R43ZHPX3APRH5D,A3I67WKMTIFZFF,Submitted,Sat Nov 30 15:57:12 PST 2019,Sat Nov 30 15:58:08 PST 2019,Tue Dec 03 15:58:08 PST 2019,,,,56,0% (0/0),0% (0/0),0% (0/0),47,a_prayer_before_dawn,http://www.imsdb.com/Movie%20Scripts/A%20Prayer%20Before%20Dawn%20Script.html,http://www.imsdb.com/scripts/A-Prayer-Before-Dawn.html,https://www.imsdb.com/scripts/A-Prayer-Before-Dawn.html,A Prayer Before Dawn,,We are sorry to inform you that your annotation was rejected because the IMDb url submitted did not link to an IMDb page.
1030,3NRZ1LDP7WK12GSQR3DIRIA4T68ZP7,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:55:11 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:55:11 PST 2019,,,32RIADZISTILYVINOTWOGBYRJ4H4SK,AHPV6ZABP6W1I,Submitted,Sat Nov 30 16:47:48 PST 2019,Sat Nov 30 16:48:29 PST 2019,Tue Dec 03 16:48:29 PST 2019,,,,41,0% (0/0),0% (0/0),0% (0/0),455,commando,http://www.imsdb.com/Movie%20Scripts/Commando%20Script.html,http://www.imsdb.com/scripts/Commando.html,https://www.imdb.com/title/tt0088944/?ref_=fn_al_tt_1,Commando,x,
1031,3NRZ1LDP7WK12GSQR3DIRIA4T68ZP7,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:55:11 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:55:11 PST 2019,,,3T3IWE1XG71T20I0BQ8RTJVIHFDQTD,A16QOW7P7PZPMZ,Submitted,Sat Nov 30 16:55:06 PST 2019,Sat Nov 30 16:55:31 PST 2019,Tue Dec 03 16:55:31 PST 2019,,,,25,0% (0/0),0% (0/0),0% (0/0),455,commando,http://www.imsdb.com/Movie%20Scripts/Commando%20Script.html,http://www.imsdb.com/scripts/Commando.html,https://www.imdb.com/title/tt0088944/,Commando,x,
1032,3NSM4HLQNR8DO0SE4K9U0UOATZ9QQV,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:48 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:48 PST 2019,,,3COPXFW7XCQ9Z5RYH4FASNICT60KPA,A30N5H4N4C22N8,Submitted,Sat Nov 30 16:51:22 PST 2019,Sat Nov 30 16:51:51 PST 2019,Tue Dec 03 16:51:51 PST 2019,,,,29,100% (1/1),0% (0/0),0% (0/0),1590,sherlock_holmes,http://www.imsdb.com/Movie%20Scripts/Sherlock%20Holmes%20Script.html,http://www.imsdb.com/scripts/Sherlock-Holmes.html,https://www.imdb.com/title/tt0988045/?ref_=nv_sr_srsg_0,Sherlock Holmes,x,
1033,3NSM4HLQNR8DO0SE4K9U0UOATZ9QQV,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:48 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:48 PST 2019,,,3FQ5JJ512M29WKFL1P2IOYDHTRVNKD,A10463CXXO00VE,Submitted,Sat Nov 30 16:01:35 PST 2019,Sat Nov 30 16:02:12 PST 2019,Tue Dec 03 16:02:12 PST 2019,,,,37,0% (0/0),0% (0/0),0% (0/0),1590,sherlock_holmes,http://www.imsdb.com/Movie%20Scripts/Sherlock%20Holmes%20Script.html,http://www.imsdb.com/scripts/Sherlock-Holmes.html,https://www.imdb.com/title/tt0988045/?ref_=nv_sr_srsg_0,Sherlock Holmes,x,
1034,3NZ1E5QA6ZF1R87R1AO17UYKB3LB5R,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:42 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:42 PST 2019,,,3KYQYYSHYWLJ0Z9NANG8ZAIWZS5DO7,A10463CXXO00VE,Submitted,Sat Nov 30 16:24:54 PST 2019,Sat Nov 30 16:25:34 PST 2019,Tue Dec 03 16:25:34 PST 2019,,,,40,0% (0/0),0% (0/0),0% (0/0),1491,repo_man,http://www.imsdb.com/Movie%20Scripts/Repo%20Man%20Script.html,http://www.imsdb.com/scripts/Repo-Man.html,https://www.imdb.com/title/tt0087995/?ref_=nv_sr_srsg_0,Repo Man,x,
1035,3NZ1E5QA6ZF1R87R1AO17UYKB3LB5R,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:42 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:42 PST 2019,,,3L0KT67Y8FU1W2W7D0KVW02YE5CYSV,A351BKQC7NEH3A,Submitted,Sat Nov 30 16:07:09 PST 2019,Sat Nov 30 16:07:38 PST 2019,Tue Dec 03 16:07:38 PST 2019,,,,29,0% (0/0),0% (0/0),0% (0/0),1491,repo_man,http://www.imsdb.com/Movie%20Scripts/Repo%20Man%20Script.html,http://www.imsdb.com/scripts/Repo-Man.html,https://www.imdb.com/title/tt0087995/?ref_=fn_al_tt_1,Repo Man,x,
1036,3O0M2G5VC6G07WOUPLRVBWXGN7O496,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:55:10 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:55:10 PST 2019,,,3U5NZHP4LSGIXFQQBJCDFV2K1PUPH9,AYFD78FXIRIZS,Submitted,Sat Nov 30 16:31:21 PST 2019,Sat Nov 30 16:31:51 PST 2019,Tue Dec 03 16:31:51 PST 2019,,,,30,0% (0/0),0% (0/0),0% (0/0),1428,precious,http://www.imsdb.com/Movie%20Scripts/Precious%20Script.html,http://www.imsdb.com/scripts/Precious.html,https://www.imdb.com/title/tt0929632/?ref_=fn_al_tt_1,Precious,x,
1037,3O0M2G5VC6G07WOUPLRVBWXGN7O496,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:55:10 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:55:10 PST 2019,,,3WEV0KO0ON6YYR1GH4XHJFSXWHASDL,A25TOEZW3SJ7A4,Submitted,Sat Nov 30 16:51:20 PST 2019,Sat Nov 30 16:52:08 PST 2019,Tue Dec 03 16:52:08 PST 2019,,,,48,0% (0/0),0% (0/0),0% (0/0),1428,precious,http://www.imsdb.com/Movie%20Scripts/Precious%20Script.html,http://www.imsdb.com/scripts/Precious.html,https://www.imdb.com/title/tt0929632/,Precious,x,
1038,3O0M2G5VC6G07WOUPLRVBWXGN7O94B,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:55:04 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:55:04 PST 2019,,,39O5D9O87U6K9IANRT15R123J1XC3B,A17LA7KM9S0SCS,Submitted,Sat Nov 30 16:27:09 PST 2019,Sat Nov 30 16:33:27 PST 2019,Tue Dec 03 16:33:27 PST 2019,,,,378,0% (0/0),0% (0/0),0% (0/0),1363,orphan,http://www.imsdb.com/Movie%20Scripts/Orphan%20Script.html,http://www.imsdb.com/scripts/Orphan.html,https://www.imsdb.com/Movie%20Scripts/Orphan%20Script.html,Orphan Script,,We are sorry to inform you that your annotation was rejected because the IMDb url submitted did not link to an IMDb page.
1039,3O0M2G5VC6G07WOUPLRVBWXGN7O94B,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:55:04 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:55:04 PST 2019,,,3KGTPGBS6YZRAUV49K802XJHKN62U2,A2ECRNQ3X5LEXD,Submitted,Sat Nov 30 16:43:41 PST 2019,Sat Nov 30 16:43:56 PST 2019,Tue Dec 03 16:43:56 PST 2019,,,,15,0% (0/0),0% (0/0),0% (0/0),1363,orphan,http://www.imsdb.com/Movie%20Scripts/Orphan%20Script.html,http://www.imsdb.com/scripts/Orphan.html,https://www.imdb.com/title/tt1148204/,Orphan,x,
1040,3O4VWC1GEWK4VCIZBJDPQLJD5C3J3U,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:47 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:47 PST 2019,,,3NJM2BJS4XKRG7FAPRYC4454OXOCPM,A2S1E1Y13DMR0P,Submitted,Sat Nov 30 16:12:30 PST 2019,Sat Nov 30 16:13:20 PST 2019,Tue Dec 03 16:13:20 PST 2019,,,,50,0% (0/0),0% (0/0),0% (0/0),587,easy_a,http://www.imsdb.com/Movie%20Scripts/Easy%20A%20Script.html,http://www.imsdb.com/scripts/Easy-A.html,https://www.imdb.com/title/tt1282140/,Easy A Script,x,
1041,3O4VWC1GEWK4VCIZBJDPQLJD5C3J3U,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:47 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:47 PST 2019,,,3Q5C1WP23NF30UNTPF0EP2HWT0W15Z,A30N5H4N4C22N8,Submitted,Sat Nov 30 16:08:28 PST 2019,Sat Nov 30 16:09:26 PST 2019,Tue Dec 03 16:09:26 PST 2019,,,,58,100% (1/1),0% (0/0),0% (0/0),587,easy_a,http://www.imsdb.com/Movie%20Scripts/Easy%20A%20Script.html,http://www.imsdb.com/scripts/Easy-A.html,https://www.imdb.com/title/tt1282140/?ref_=nv_sr_srsg_3,Easy A,x,
1042,3O4VWC1GEWK4VCIZBJDPQLJD5C43JF,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:59 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:59 PST 2019,,,3ERET4BTVNNO7IBR0FJD6XIXO2F9K1,A1E7AQE8GKVRC,Submitted,Sat Nov 30 16:12:21 PST 2019,Sat Nov 30 16:13:01 PST 2019,Tue Dec 03 16:13:01 PST 2019,,,,40,0% (0/0),0% (0/0),0% (0/0),1261,moon,http://www.imsdb.com/Movie%20Scripts/Moon%20Script.html,http://www.imsdb.com/scripts/Moon.html,https://www.imdb.com/title/tt1182345/?ref_=fn_al_tt_1,Moon,x,
1043,3O4VWC1GEWK4VCIZBJDPQLJD5C43JF,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:59 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:59 PST 2019,,,3T111IHZ5F4AUMOMQZSA794BJU9R9C,AE03LUY7RH400,Submitted,Sat Nov 30 16:12:19 PST 2019,Sat Nov 30 16:12:59 PST 2019,Tue Dec 03 16:12:59 PST 2019,,,,40,0% (0/0),0% (0/0),0% (0/0),1261,moon,http://www.imsdb.com/Movie%20Scripts/Moon%20Script.html,http://www.imsdb.com/scripts/Moon.html,https://www.imdb.com/title/tt1182345/?ref_=nv_sr_srsg_8,Moon,x,
1044,3O71U79SRB3YG19Z4VRIELJ61MXSMZ,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:42 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:42 PST 2019,,,35GCEFQ6I62XHBLXJ7LD2Z3OSJJZ3X,A16QOW7P7PZPMZ,Submitted,Sat Nov 30 16:38:24 PST 2019,Sat Nov 30 16:38:39 PST 2019,Tue Dec 03 16:38:39 PST 2019,,,,15,0% (0/0),0% (0/0),0% (0/0),524,dear_white_people,http://www.imsdb.com/Movie%20Scripts/Dear%20White%20People%20Script.html,http://www.imsdb.com/scripts/Dear-White-People.html,https://www.imdb.com/title/tt5707802/,Dear White People,x,
1045,3O71U79SRB3YG19Z4VRIELJ61MXSMZ,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:42 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:42 PST 2019,,,3YMTUJH0DTUMDVV2DT1EQGUDLNUT4X,A27B3C18KT7RA,Submitted,Sat Nov 30 16:44:10 PST 2019,Sat Nov 30 17:13:24 PST 2019,Tue Dec 03 17:13:24 PST 2019,,,,1754,0% (0/0),0% (0/0),0% (0/0),524,dear_white_people,http://www.imsdb.com/Movie%20Scripts/Dear%20White%20People%20Script.html,http://www.imsdb.com/scripts/Dear-White-People.html,https://www.google.com/search?q=Dear+White+People+Script&oq=Dear+White+People+Script&aqs=chrome..69i57j69i60.815j0j7&sourceid=chrome&ie=UTF-8,Dear White People Script,,We are sorry to inform you that your annotation was rejected because the IMDb url submitted did not link to an IMDb page.
1046,3OB6JN3A9Q3MFM9MP6RDOBEAFKERMA,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:59 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:59 PST 2019,,,3HQUKB7LNGSQKYS2S6486M0TFYJHHV,A681XM15AN28F,Submitted,Sat Nov 30 16:12:10 PST 2019,Sat Nov 30 16:12:43 PST 2019,Tue Dec 03 16:12:43 PST 2019,,,,33,100% (53/53),0% (0/0),0% (0/0),1262,moonrise_kingdom,http://www.imsdb.com/Movie%20Scripts/Moonrise%20Kingdom%20Script.html,http://www.imsdb.com/scripts/Moonrise-Kingdom.html,https://www.imdb.com/title/tt1748122/,Moonrise Kingdom,x,
1047,3OB6JN3A9Q3MFM9MP6RDOBEAFKERMA,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:59 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:59 PST 2019,,,3Z4GS9HPNWOWYKGE2OWKOWM5NSR77H,A2S1E1Y13DMR0P,Submitted,Sat Nov 30 16:10:51 PST 2019,Sat Nov 30 16:11:32 PST 2019,Tue Dec 03 16:11:32 PST 2019,,,,41,0% (0/0),0% (0/0),0% (0/0),1262,moonrise_kingdom,http://www.imsdb.com/Movie%20Scripts/Moonrise%20Kingdom%20Script.html,http://www.imsdb.com/scripts/Moonrise-Kingdom.html,https://www.imdb.com/title/tt1748122/?ref_=nv_sr_srsg_0,Moonrise Kingdom Script,x,
1048,3OCZWXS7ZOLD4HT3SNDVLXUPNXZL5O,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:42 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:42 PST 2019,,,3N1FSUEFL6EFW6Z5R31ZLCCRI154DO,A17LA7KM9S0SCS,Submitted,Sat Nov 30 16:27:36 PST 2019,Sat Nov 30 16:38:05 PST 2019,Tue Dec 03 16:38:05 PST 2019,,,,629,0% (0/0),0% (0/0),0% (0/0),529,deception,http://www.imsdb.com/Movie%20Scripts/Deception%20Script.html,http://www.imsdb.com/scripts/Deception.html,https://www.imsdb.com/Movie%20Scripts/Deception%20Script.html,Deception Script,,We are sorry to inform you that your annotation was rejected because the IMDb url submitted did not link to an IMDb page.
1049,3OCZWXS7ZOLD4HT3SNDVLXUPNXZL5O,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:42 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:42 PST 2019,,,3WQQ9FUS6B8N0AONPA067Y4WH2P8BS,AHPV6ZABP6W1I,Submitted,Sat Nov 30 16:22:31 PST 2019,Sat Nov 30 16:23:30 PST 2019,Tue Dec 03 16:23:30 PST 2019,,,,59,0% (0/0),0% (0/0),0% (0/0),529,deception,http://www.imsdb.com/Movie%20Scripts/Deception%20Script.html,http://www.imsdb.com/scripts/Deception.html,https://www.imdb.com/title/tt0800240/?ref_=fn_tt_tt_6,Deception,x,
1050,3ODOP6T3ASYP7C3V4CCG19P2H1E42E,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:55:06 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:55:06 PST 2019,,,3LYA37P8IR17VBQOYZX9X3DNC2JKBN,A3I67WKMTIFZFF,Submitted,Sat Nov 30 16:29:41 PST 2019,Sat Nov 30 16:30:24 PST 2019,Tue Dec 03 16:30:24 PST 2019,,,,43,0% (0/0),0% (0/0),0% (0/0),2035,usual_suspects_the,"http://www.imsdb.com/Movie%20Scripts/Usual%20Suspects,%20The%20Script.html","http://www.imsdb.com/scripts/Usual-Suspects,-The.html","https://www.imsdb.com/scripts/Usual-Suspects,-The.html",Usual Suspects,,We are sorry to inform you that your annotation was rejected because the IMDb url submitted did not link to an IMDb page.
1051,3ODOP6T3ASYP7C3V4CCG19P2H1E42E,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:55:06 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:55:06 PST 2019,,,3NC5L260MP0GYJNJ1TBYNALHB5MFOL,A16QOW7P7PZPMZ,Submitted,Sat Nov 30 16:42:14 PST 2019,Sat Nov 30 16:42:29 PST 2019,Tue Dec 03 16:42:29 PST 2019,,,,15,0% (0/0),0% (0/0),0% (0/0),2035,usual_suspects_the,"http://www.imsdb.com/Movie%20Scripts/Usual%20Suspects,%20The%20Script.html","http://www.imsdb.com/scripts/Usual-Suspects,-The.html",https://www.imdb.com/title/tt0114814/,Usual Suspects,x,
1052,3OEWW2KGQJPGEFBTKLB6BQMBVJ2DO5,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:47 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:47 PST 2019,,,3MYYFCXHJ4LI8Q9WTT27RXFOVTNG4C,A30N5H4N4C22N8,Submitted,Sat Nov 30 16:50:24 PST 2019,Sat Nov 30 16:51:15 PST 2019,Tue Dec 03 16:51:15 PST 2019,,,,51,100% (1/1),0% (0/0),0% (0/0),1063,last_boy_scout_the,"http://www.imsdb.com/Movie%20Scripts/Last%20Boy%20Scout,%20The%20Script.html","http://www.imsdb.com/scripts/Last-Boy-Scout,-The.html",https://www.imdb.com/title/tt0102266/?ref_=nv_sr_srsg_0,"Last Boy Scout, The",x,
1053,3OEWW2KGQJPGEFBTKLB6BQMBVJ2DO5,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:47 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:47 PST 2019,,,3R9WASFE20USXN1Q32MF38SLV9PZF7,A1E7AQE8GKVRC,Submitted,Sat Nov 30 16:47:37 PST 2019,Sat Nov 30 16:48:10 PST 2019,Tue Dec 03 16:48:10 PST 2019,,,,33,0% (0/0),0% (0/0),0% (0/0),1063,last_boy_scout_the,"http://www.imsdb.com/Movie%20Scripts/Last%20Boy%20Scout,%20The%20Script.html","http://www.imsdb.com/scripts/Last-Boy-Scout,-The.html",https://www.imdb.com/title/tt0102266/?ref_=nv_sr_srsg_0,The Last Boy Scout,x,
1054,3OEWW2KGQJPGEFBTKLB6BQMBVJ2ODG,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:53 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:53 PST 2019,,,3PW9OPU9PRYB1X467WYGRVEK9Q612Z,AV2JAQ49I2AJM,Submitted,Sat Nov 30 16:23:39 PST 2019,Sat Nov 30 16:24:41 PST 2019,Tue Dec 03 16:24:41 PST 2019,,,,62,0% (0/0),0% (0/0),0% (0/0),703,freaked,http://www.imsdb.com/Movie%20Scripts/Freaked%20Script.html,http://www.imsdb.com/scripts/Freaked.html,https://www.imdb.com/title/tt0109838,Freaked,x,
1055,3OEWW2KGQJPGEFBTKLB6BQMBVJ2ODG,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:53 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:53 PST 2019,,,3X65QVEQI111PM0CXZ55NNWKJNOCLP,A2CIRSDBG6NQU1,Submitted,Sat Nov 30 16:28:45 PST 2019,Sat Nov 30 16:29:18 PST 2019,Tue Dec 03 16:29:18 PST 2019,,,,33,0% (0/0),0% (0/0),0% (0/0),703,freaked,http://www.imsdb.com/Movie%20Scripts/Freaked%20Script.html,http://www.imsdb.com/scripts/Freaked.html,https://www.imdb.com/title/tt0109838/,Freaked,x,
